title,author,normalizedTitle,normalizedAuthor,occurrenceCount,statesCount,districtsCount,topBanStatus,topOrigin,sampleChallenges
Light It Up,"Magoon, Kekla",light it up,magoon kekla,2,1,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries""}]"
My Friend Dahmer,"Backderf, Derf",my friend dahmer,backderf derf,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Not That Bad: Dispatches from Rape Culture,"Gay, Roxane",not that bad dispatches from rape culture,gay roxane,2,2,2,Banned in Libraries and Classrooms,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
"Queer, There and Everywhere: 23 People Who Changed the World","Prager, Sarah",queer there and everywhere 23 people who changed the world,prager sarah,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Queer: The Ultimate LGBTQ Guide for Teens,"Belge, Kathy",queer the ultimate lgbtq guide for teens,belge kathy,2,2,2,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Utah"", ""district"": ""Alpine School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries""}]"
Race and Policing in Modern America,"Harris, Duchess",race and policing in modern america,harris duchess,2,1,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""August 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Lockhart, E.",real live boyfriends yes boyfriends plural if my life werent complicated i wouldnt be ruby oliver,lockhart e,2,2,2,Banned Pending Investigation,Informal Challenge,"[{""state"": ""Florida"", ""district"": ""Highlands Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
"Shirley Jackson's ""The Lottery"": The Authorized Graphic Adaptation","Hyman, Miles",shirley jacksons the lottery the authorized graphic adaptation,hyman miles,2,2,2,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Skin,"Vrettos, Adrienne Maria",skin,vrettos adrienne maria,2,2,2,Banned Pending Investigation,Informal Challenge,"[{""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Sloppy Firsts,"McCafferty, Megan",sloppy firsts,mccafferty megan,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Pennsylvania"", ""district"": ""Pleasant Valley School District"", ""date"": ""July 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Speak,"Anderson, Laurie Halse",speak,anderson laurie halse,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Stamped from the Beginning: The Definitive History of Racist Ideas in America,"Kendi, Ibram X.",stamped from the beginning the definitive history of racist ideas in america,kendi ibram x,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Complete Maus: A Survivor's Tale,"Spiegelman, Art",complete maus a survivors tale,spiegelman art,2,1,2,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Ritenour School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Daughters of Ys,"Anderson, M.T.",daughters of ys,anderson mt,2,1,2,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Kirkwood School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The DUFF: Designated Ugly Fat Friend,"Keplinger, Kody",duff designated ugly fat friend,keplinger kody,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The Female of the Species,"McGinnis, Mindy",female of the species,mcginnis mindy,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""December 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
The House on Mango Street,"Cisneros, Sandra",house on mango street,cisneros sandra,2,2,2,Banned in Libraries,Legislative Action,"[{""state"": ""Florida"", ""district"": ""School District of Manatee County"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}]"
The Sacrifice of Darkness,"Gay, Roxane",sacrifice of darkness,gay roxane,2,1,2,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Rockwood School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
They Both Die at the End,"Silvera, Adam",they both die at the end,silvera adam,2,1,2,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Texas"", ""district"": ""Texarkana Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Tower of Dawn,"Maas, Sarah J.",tower of dawn,maas sarah j,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""South Carolina"", ""district"": ""Beaufort County School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Traffick,"Hopkins, Ellen",traffick,hopkins ellen,2,2,2,Banned in Libraries and Classrooms,Administration,"[{""state"": ""Florida"", ""district"": ""Hernando County Schools"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Uncomfortable Conversations with a Black Boy,"Acho, Emmanuel",uncomfortable conversations with a black boy,acho emmanuel,2,1,2,Banned in Libraries,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Clay County School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}, {""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Where I End and You Begin,"Norton, Preston",where i end and you begin,norton preston,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Utah"", ""district"": ""Washington County School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
Why Comics?: From Underground to Everywhere,"Chute, Hillary L.",why comics from underground to everywhere,chute hillary l,2,1,2,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Rockwood School District"", ""date"": ""August 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}, {""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
Wicked: The Life and Times of the Wicked Witch of the West,"Maguire, Gregory",wicked the life and times of the wicked witch of the west,maguire gregory,2,2,2,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Escambia County Public Schools"", ""date"": ""December 2022"", ""banStatus"": ""Banned Pending Investigation""}, {""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
#Hockey,"Ukazu, Ngozi",hockey,ukazu ngozi,1,1,1,Banned in Libraries and Classrooms,Informal Challenge,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""November 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
"10,000 Dresses","Ewert, Marcus",10000 dresses,ewert marcus,1,1,1,Banned in Libraries,Formal Challenge,"[{""state"": ""Florida"", ""district"": ""Seminole County Public Schools"", ""date"": ""July 2022"", ""banStatus"": ""Banned in Libraries""}]"
"1001 Comics You Must Read Before You Die: The Ultimate Guide to Comic Books, Graphic Novels, and Manga","Gravett, Paul",1001 comics you must read before you die the ultimate guide to comic books graphic novels and manga,gravett paul,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
1984: The Graphic Novel,"Orwell, George",1984 the graphic novel,orwell george,1,1,1,Banned in Libraries and Classrooms,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Kirkwood School District"", ""date"": ""October 2022"", ""banStatus"": ""Banned in Libraries and Classrooms""}]"
"20,000 Leagues Under the Sea (Graphic Novel)","Verne, Jules",20000 leagues under the sea graphic novel,verne jules,1,1,1,Banned in Libraries,Administration,"[{""state"": ""Texas"", ""district"": ""Frisco Independent School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned in Libraries""}]"
47,"Mosley, Walter",47,mosley walter,1,1,1,Banned Pending Investigation,Formal Challenge,"[{""state"": ""Texas"", ""district"": ""Keller ISD"", ""date"": ""Fall 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
50 Artists You Should Know,"Köster, Thomas",50 artists you should know,köster thomas,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
50 Paintings You Should Know,"Lowis, Kristina",50 paintings you should know,lowis kristina,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
50 Sculptures You Should Know,"Kühl, Isabel",50 sculptures you should know,kühl isabel,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
50 Women Artists You Should Know,"Weidemann, Christiane",50 women artists you should know,weidemann christiane,1,1,1,Banned Pending Investigation,Legislative Action,"[{""state"": ""Missouri"", ""district"": ""Wentzville School District"", ""date"": ""September 2022"", ""banStatus"": ""Banned Pending Investigation""}]"
